location,province,area_sqm,bedrooms,bathrooms,price_php,price_per_sqm_php,property_type,distance_to_beach_km,tourism_density_score,infrastructure_score,employment_zone_score,flood_risk_score,cultural_premium_factor,quarter,year
Orchard - Core CBD,Central,174.0,4,4,20088822.0,115453.0,House,11.43,9.2,9.8,9.8,0.249,0.2,Q1,2025
Orchard - Core CBD,Central,229.0,4,3,25000388.0,109172.0,Condo,11.46,7.9,9.8,9.8,0.358,0.2,Q3,2024
Orchard - Core CBD,Central,215.0,5,5,25236485.0,117379.0,Condo,12.04,8.8,9.8,9.8,0.278,0.2,Q4,2024
Orchard - Core CBD,Central,135.0,3,3,15689835.0,116221.0,Condo,12.29,9.0,9.8,9.8,0.202,0.2,Q4,2024
Orchard - Core CBD,Central,120.0,2,2,14496840.0,120807.0,Condo,12.13,8.7,9.8,9.8,0.064,0.2,Q2,2024
Orchard - Core CBD,Central,128.0,3,3,13651072.0,106649.0,Condo,11.0,7.7,9.8,9.8,0.281,0.2,Q1,2024
Orchard - Core CBD,Central,47.0,3,2,5520150.0,117450.0,House,11.65,7.6,9.8,9.8,0.035,0.2,Q4,2025
Orchard - Core CBD,Central,45.0,3,2,5539950.0,123110.0,Townhouse,11.39,8.9,9.8,9.8,0.108,0.2,Q1,2025
Orchard - Core CBD,Central,151.0,5,5,15555416.0,103016.0,Condo,11.96,8.2,9.8,9.8,0.402,0.2,Q3,2024
Orchard - Core CBD,Central,234.0,2,1,27148914.0,116021.0,Condo,11.18,8.6,9.8,9.8,0.268,0.2,Q4,2024
Orchard - Core CBD,Central,84.0,3,2,9339204.0,111181.0,House,11.44,8.8,9.8,9.8,0.165,0.2,Q2,2024
Orchard - Core CBD,Central,211.0,3,2,22707187.0,107617.0,Condo,12.01,8.4,9.8,9.8,0.338,0.2,Q4,2024
Orchard - Core CBD,Central,28.0,2,2,2947336.0,105262.0,Condo,12.29,8.9,9.8,9.8,0.257,0.2,Q1,2025
Orchard - Core CBD,Central,240.0,4,3,27021360.0,112589.0,Condo,12.12,8.2,9.8,9.8,0.416,0.2,Q1,2024
Orchard - Core CBD,Central,57.0,2,2,6647739.0,116627.0,Condo,11.78,8.0,9.8,9.8,0.169,0.2,Q1,2024
Orchard - Core CBD,Central,162.0,2,2,19433844.0,119962.0,Condo,12.08,7.0,9.8,9.8,0.111,0.2,Q2,2024
Orchard - Core CBD,Central,234.0,2,1,27432522.0,117233.0,Condo,11.98,8.7,9.8,9.8,0.228,0.2,Q3,2024
Orchard - Core CBD,Central,231.0,1,1,26968788.0,116748.0,House,12.1,9.0,9.8,9.8,0.24,0.2,Q4,2024
Orchard - Core CBD,Central,226.0,4,3,24959214.0,110439.0,House,11.29,8.3,9.8,9.8,0.426,0.2,Q2,2024
Orchard - Core CBD,Central,134.0,2,1,15891730.0,118595.0,Condo,12.04,8.6,9.8,9.8,0.075,0.2,Q2,2024
Orchard - Core CBD,Central,78.0,2,2,7947030.0,101885.0,Condo,11.89,9.0,9.8,9.8,0.426,0.2,Q2,2024
Orchard - Core CBD,Central,96.0,2,2,11654976.0,121406.0,Condo,11.76,8.5,9.8,9.8,0.101,0.2,Q1,2024
Orchard - Core CBD,Central,250.0,3,2,27616250.0,110465.0,House,11.95,8.6,9.8,9.8,0.446,0.2,Q2,2025
Orchard - Core CBD,Central,98.0,2,1,11740400.0,119800.0,House,11.88,9.2,9.8,9.8,0.108,0.2,Q1,2024
Orchard - Core CBD,Central,257.0,2,1,28667579.0,111547.0,House,11.36,9.1,9.8,9.8,0.427,0.2,Q3,2025
Orchard - Core CBD,Central,142.0,1,1,15093748.0,106294.0,Condo,11.88,8.3,9.8,9.8,0.322,0.2,Q3,2024
Orchard - Core CBD,Central,47.0,3,3,5003573.0,106459.0,Condo,11.8,7.7,9.8,9.8,0.257,0.2,Q3,2024
Orchard - Core CBD,Central,268.0,1,1,31339652.0,116939.0,Lot,12.14,8.1,9.8,9.8,0.305,0.2,Q4,2024
Orchard - Core CBD,Central,101.0,1,1,11273317.0,111617.0,Condo,11.16,9.4,9.8,9.8,0.235,0.2,Q1,2024
Orchard - Core CBD,Central,135.0,4,3,15555105.0,115223.0,Lot,12.15,9.2,9.8,9.8,0.203,0.2,Q3,2025
Orchard - Core CBD,Central,80.0,1,1,9746160.0,121827.0,House,11.53,8.0,9.8,9.8,0.089,0.2,Q1,2025
Orchard - Core CBD,Central,132.0,5,5,15457464.0,117102.0,Condo,12.42,8.5,9.8,9.8,0.251,0.2,Q1,2024
Orchard - Core CBD,Central,69.0,2,2,7813767.0,113243.0,Townhouse,11.95,7.9,9.8,9.8,0.104,0.2,Q4,2024
Orchard - Core CBD,Central,260.0,2,1,28231840.0,108584.0,House,11.94,8.4,9.8,9.8,0.447,0.2,Q1,2024
Orchard - Core CBD,Central,74.0,3,3,8604054.0,116271.0,Townhouse,11.84,8.7,9.8,9.8,0.066,0.2,Q4,2024
Orchard - Core CBD,Central,197.0,3,3,22687111.0,115163.0,Lot,11.87,8.3,9.8,9.8,0.205,0.2,Q4,2024
Orchard - Core CBD,Central,89.0,4,4,9268460.0,104140.0,House,11.48,8.4,9.8,9.8,0.368,0.2,Q2,2024
Orchard - Core CBD,Central,248.0,4,4,27882888.0,112431.0,Lot,12.3,8.7,9.8,9.8,0.309,0.2,Q2,2024
Orchard - Core CBD,Central,238.0,2,2,30109142.0,126509.0,Condo,11.99,8.2,9.8,9.8,0.105,0.2,Q3,2024
Orchard - Core CBD,Central,253.0,2,1,30143685.0,119145.0,Condo,11.78,9.4,9.8,9.8,0.185,0.2,Q1,2024
Orchard - Core CBD,Central,189.0,2,2,22256640.0,117760.0,Condo,11.9,8.1,9.8,9.8,0.237,0.2,Q1,2024
Orchard - Core CBD,Central,185.0,3,3,22774610.0,123106.0,Lot,12.63,7.9,9.8,9.8,0.023,0.2,Q1,2024
Orchard - Core CBD,Central,151.0,3,2,16875911.0,111761.0,House,12.37,8.4,9.8,9.8,0.299,0.2,Q1,2024
Orchard - Core CBD,Central,35.0,3,3,4152785.0,118651.0,Lot,11.36,8.8,9.8,9.8,0.088,0.2,Q2,2025
Orchard - Core CBD,Central,270.0,5,4,31542480.0,116824.0,House,12.28,10.0,9.8,9.8,0.239,0.2,Q2,2025
Orchard - Core CBD,Central,237.0,2,1,27810054.0,117342.0,Condo,11.45,8.3,9.8,9.8,0.293,0.2,Q4,2024
Orchard - Core CBD,Central,27.0,5,5,2893995.0,107185.0,House,11.57,8.8,9.8,9.8,0.233,0.2,Q1,2025
Orchard - Core CBD,Central,227.0,5,4,26780552.0,117976.0,House,12.83,8.2,9.8,9.8,0.169,0.2,Q1,2024
Orchard - Core CBD,Central,196.0,3,3,22126832.0,112892.0,Condo,11.88,7.8,9.8,9.8,0.384,0.2,Q3,2024
Orchard - Core CBD,Central,122.0,4,4,13174048.0,107984.0,Condo,12.67,8.3,9.8,9.8,0.367,0.2,Q2,2024
Orchard - Core CBD,Central,241.0,3,3,29761813.0,123493.0,Condo,11.67,8.8,9.8,9.8,0.169,0.2,Q2,2025
Orchard - Core CBD,Central,107.0,4,4,11917874.0,111382.0,Condo,11.46,9.6,9.8,9.8,0.25,0.2,Q2,2025
Orchard - Core CBD,Central,218.0,1,1,26155204.0,119978.0,Condo,11.68,8.3,9.8,9.8,0.217,0.2,Q1,2025
Orchard - Core CBD,Central,51.0,2,1,5818692.0,114092.0,House,11.61,8.7,9.8,9.8,0.132,0.2,Q2,2024
Orchard - Core CBD,Central,183.0,3,2,19624920.0,107240.0,Condo,12.52,9.4,9.8,9.8,0.292,0.2,Q1,2024
Orchard - Core CBD,Central,138.0,2,1,15456276.0,112002.0,House,12.3,7.4,9.8,9.8,0.251,0.2,Q2,2025
Orchard - Core CBD,Central,194.0,2,2,22704790.0,117035.0,Condo,12.41,8.0,9.8,9.8,0.135,0.2,Q1,2024
Orchard - Core CBD,Central,82.0,3,3,9204254.0,112247.0,Condo,12.58,8.2,9.8,9.8,0.122,0.2,Q3,2025
Orchard - Core CBD,Central,59.0,1,1,7263372.0,123108.0,Condo,12.0,8.6,9.8,9.8,0.035,0.2,Q4,2024
Orchard - Core CBD,Central,238.0,2,1,26620776.0,111852.0,Townhouse,12.27,8.2,9.8,9.8,0.386,0.2,Q1,2024
Orchard - Core CBD,Central,266.0,4,3,32595374.0,122539.0,Condo,11.7,8.5,9.8,9.8,0.214,0.2,Q4,2024
Orchard - Core CBD,Central,196.0,1,1,22954344.0,117114.0,House,12.88,8.2,9.8,9.8,0.261,0.2,Q2,2024
Orchard - Core CBD,Central,214.0,5,4,26179904.0,122336.0,House,12.5,9.8,9.8,9.8,0.145,0.2,Q3,2024
Orchard - Core CBD,Central,172.0,3,3,21538012.0,125221.0,Lot,12.14,8.4,9.8,9.8,0.022,0.2,Q3,2025
Orchard - Core CBD,Central,127.0,3,3,13656310.0,107530.0,Lot,11.57,8.5,9.8,9.8,0.395,0.2,Q2,2025
Orchard - Core CBD,Central,90.0,5,5,9498780.0,105542.0,Condo,11.62,8.1,9.8,9.8,0.308,0.2,Q3,2024
Orchard - Core CBD,Central,174.0,1,1,20325636.0,116814.0,Condo,12.27,8.7,9.8,9.8,0.179,0.2,Q3,2025
Orchard - Core CBD,Central,85.0,2,1,10415220.0,122532.0,Condo,12.15,8.7,9.8,9.8,0.064,0.2,Q3,2024
Orchard - Core CBD,Central,153.0,3,2,16447347.0,107499.0,House,12.76,7.8,9.8,9.8,0.38,0.2,Q1,2025
Orchard - Core CBD,Central,222.0,1,1,25600152.0,115316.0,House,11.91,9.0,9.8,9.8,0.243,0.2,Q1,2025
Orchard - Core CBD,Central,73.0,2,1,7865239.0,107743.0,Townhouse,11.69,9.6,9.8,9.8,0.342,0.2,Q2,2024
Orchard - Core CBD,Central,80.0,4,4,8535920.0,106699.0,Condo,11.84,8.4,9.8,9.8,0.367,0.2,Q3,2025
Orchard - Core CBD,Central,191.0,2,1,20920039.0,109529.0,Townhouse,11.59,8.3,9.8,9.8,0.347,0.2,Q3,2025
Orchard - Core CBD,Central,178.0,3,3,19987976.0,112292.0,Lot,11.87,9.1,9.8,9.8,0.376,0.2,Q3,2024
Orchard - Core CBD,Central,141.0,2,1,16411554.0,116394.0,Condo,12.47,9.5,9.8,9.8,0.138,0.2,Q2,2025
Orchard - Core CBD,Central,102.0,3,2,11277528.0,110564.0,Townhouse,12.22,8.5,9.8,9.8,0.339,0.2,Q2,2024
Orchard - Core CBD,Central,219.0,2,1,24200157.0,110503.0,Condo,11.76,8.8,9.8,9.8,0.393,0.2,Q2,2024
Orchard - Core CBD,Central,229.0,1,1,28892472.0,126168.0,Condo,12.29,8.8,9.8,9.8,0.091,0.2,Q2,2025
Orchard - Core CBD,Central,136.0,5,5,13826440.0,101665.0,House,12.05,8.7,9.8,9.8,0.384,0.2,Q3,2024
Orchard - Core CBD,Central,103.0,3,3,11396847.0,110649.0,Townhouse,12.03,9.1,9.8,9.8,0.241,0.2,Q4,2025
Orchard - Core CBD,Central,107.0,2,2,12247862.0,114466.0,Lot,12.21,8.6,9.8,9.8,0.212,0.2,Q4,2024
Orchard - Core CBD,Central,39.0,2,1,4032405.0,103395.0,Townhouse,12.55,8.0,9.8,9.8,0.302,0.2,Q4,2025
Orchard - Core CBD,Central,141.0,3,3,17138832.0,121552.0,House,11.55,8.7,9.8,9.8,0.032,0.2,Q2,2025
Orchard - Core CBD,Central,154.0,1,1,17962560.0,116640.0,Lot,11.95,7.7,9.8,9.8,0.065,0.2,Q3,2024
Orchard - Core CBD,Central,45.0,3,3,4336515.0,96367.0,Condo,11.19,8.2,9.8,9.8,0.404,0.2,Q4,2025
Orchard - Core CBD,Central,116.0,2,2,14180188.0,122243.0,Townhouse,12.29,8.2,9.8,9.8,0.104,0.2,Q4,2025
Orchard - Core CBD,Central,195.0,2,2,22739925.0,116615.0,Condo,12.16,8.8,9.8,9.8,0.271,0.2,Q2,2024
Orchard - Core CBD,Central,81.0,3,3,8755776.0,108096.0,Lot,12.28,8.9,9.8,9.8,0.373,0.2,Q1,2024
Orchard - Core CBD,Central,43.0,2,2,4606590.0,107130.0,Condo,11.97,8.3,9.8,9.8,0.18,0.2,Q1,2024
Orchard - Core CBD,Central,30.0,3,3,3160860.0,105362.0,Condo,11.74,9.0,9.8,9.8,0.26,0.2,Q3,2024
Orchard - Core CBD,Central,260.0,3,2,33366840.0,128334.0,Condo,12.02,9.3,9.8,9.8,0.122,0.2,Q3,2025
Orchard - Core CBD,Central,202.0,3,3,23103346.0,114373.0,Condo,11.61,9.0,9.8,9.8,0.381,0.2,Q1,2025
Orchard - Core CBD,Central,173.0,3,2,18443530.0,106610.0,Condo,12.68,9.2,9.8,9.8,0.422,0.2,Q1,2024
Orchard - Core CBD,Central,87.0,2,2,10613043.0,121989.0,Condo,12.66,8.3,9.8,9.8,0.033,0.2,Q1,2024
Orchard - Core CBD,Central,47.0,1,1,4909949.0,104467.0,Lot,12.38,9.0,9.8,9.8,0.27,0.2,Q4,2024
Orchard - Core CBD,Central,161.0,3,3,18649274.0,115834.0,Condo,11.51,9.8,9.8,9.8,0.214,0.2,Q2,2025
Orchard - Core CBD,Central,160.0,5,5,19193600.0,119960.0,Condo,11.84,9.5,9.8,9.8,0.1,0.2,Q3,2025
Orchard - Core CBD,Central,240.0,5,4,25260240.0,105251.0,Condo,11.5,8.9,9.8,9.8,0.435,0.2,Q1,2025
Orchard - Core CBD,Central,246.0,2,2,31771146.0,129151.0,House,12.03,9.1,9.8,9.8,0.124,0.2,Q2,2025
Orchard - Core CBD,Central,171.0,2,2,21687759.0,126829.0,House,12.68,9.2,9.8,9.8,0.049,0.2,Q3,2025
Orchard - Core CBD,Central,223.0,3,2,26436650.0,118550.0,Condo,11.81,8.3,9.8,9.8,0.191,0.2,Q1,2024
Orchard - Core CBD,Central,120.0,4,3,14047440.0,117062.0,House,12.39,8.2,9.8,9.8,0.085,0.2,Q2,2024
Orchard - Core CBD,Central,260.0,3,2,32427460.0,124721.0,House,12.43,9.0,9.8,9.8,0.178,0.2,Q1,2025
Orchard - Core CBD,Central,122.0,3,3,13043142.0,106911.0,House,11.16,8.7,9.8,9.8,0.394,0.2,Q2,2025
Orchard - Core CBD,Central,78.0,1,1,8763222.0,112349.0,Condo,12.39,9.9,9.8,9.8,0.288,0.2,Q1,2025
Orchard - Core CBD,Central,231.0,1,1,26671953.0,115463.0,Condo,10.96,8.2,9.8,9.8,0.307,0.2,Q2,2024
Orchard - Core CBD,Central,191.0,2,1,21046290.0,110190.0,Condo,12.35,8.5,9.8,9.8,0.268,0.2,Q2,2025
Orchard - Core CBD,Central,60.0,4,4,5931840.0,98864.0,Condo,11.74,8.3,9.8,9.8,0.349,0.2,Q3,2025
Orchard - Core CBD,Central,36.0,3,2,4247640.0,117990.0,Condo,11.9,8.0,9.8,9.8,0.044,0.2,Q4,2024
Orchard - Core CBD,Central,111.0,2,1,11738583.0,105753.0,House,11.61,7.6,9.8,9.8,0.342,0.2,Q1,2024
Orchard - Core CBD,Central,75.0,1,1,8284500.0,110460.0,Condo,12.08,7.8,9.8,9.8,0.231,0.2,Q3,2024
Orchard - Core CBD,Central,93.0,2,2,9423597.0,101329.0,Townhouse,12.19,8.4,9.8,9.8,0.388,0.2,Q3,2024
Orchard - Core CBD,Central,189.0,3,2,21028896.0,111264.0,Condo,12.81,8.1,9.8,9.8,0.357,0.2,Q1,2024
Orchard - Core CBD,Central,247.0,1,1,27562236.0,111588.0,Condo,12.53,8.4,9.8,9.8,0.435,0.2,Q1,2024
Orchard - Core CBD,Central,71.0,4,3,7447758.0,104898.0,House,11.34,9.5,9.8,9.8,0.38,0.2,Q2,2024
Orchard - Core CBD,Central,99.0,2,2,12151953.0,122747.0,Lot,11.67,8.8,9.8,9.8,0.138,0.2,Q3,2025
Orchard - Core CBD,Central,72.0,2,1,7456320.0,103560.0,House,11.67,7.5,9.8,9.8,0.294,0.2,Q1,2024
Orchard - Core CBD,Central,33.0,1,1,3141501.0,95197.0,Condo,11.49,7.3,9.8,9.8,0.443,0.2,Q2,2024
Orchard - Core CBD,Central,208.0,4,4,24595376.0,118247.0,Townhouse,11.61,8.9,9.8,9.8,0.191,0.2,Q3,2025
Orchard - Core CBD,Central,147.0,2,1,17031714.0,115862.0,Condo,11.67,8.3,9.8,9.8,0.11,0.2,Q1,2024
Orchard - Core CBD,Central,237.0,1,1,25376538.0,107074.0,Lot,11.94,7.7,9.8,9.8,0.447,0.2,Q1,2024
Orchard - Core CBD,Central,149.0,3,3,16723164.0,112236.0,Condo,11.98,8.0,9.8,9.8,0.192,0.2,Q2,2025
Orchard - Core CBD,Central,181.0,3,2,20901156.0,115476.0,House,11.75,8.7,9.8,9.8,0.291,0.2,Q3,2024
Orchard - Core CBD,Central,259.0,2,2,33670000.0,130000.0,Condo,12.18,8.5,9.8,9.8,0.045,0.2,Q1,2024
Orchard - Core CBD,Central,82.0,2,1,9588834.0,116937.0,Townhouse,12.24,8.1,9.8,9.8,0.11,0.2,Q2,2025
Orchard - Core CBD,Central,63.0,3,3,7405335.0,117545.0,House,11.74,8.8,9.8,9.8,0.025,0.2,Q3,2024
Orchard - Core CBD,Central,100.0,3,3,10951600.0,109516.0,House,12.06,8.9,9.8,9.8,0.307,0.2,Q4,2024
Orchard - Core CBD,Central,243.0,2,2,31260492.0,128644.0,Condo,11.65,8.7,9.8,9.8,0.105,0.2,Q3,2024
Orchard - Core CBD,Central,190.0,2,2,23375890.0,123031.0,Condo,11.7,8.4,9.8,9.8,0.124,0.2,Q3,2025
Orchard - Core CBD,Central,105.0,2,1,10426395.0,99299.0,House,12.48,7.8,9.8,9.8,0.401,0.2,Q3,2025
Orchard - Core CBD,Central,93.0,4,4,9840144.0,105808.0,House,12.1,8.7,9.8,9.8,0.433,0.2,Q3,2025
Orchard - Core CBD,Central,52.0,4,3,6022120.0,115810.0,Condo,12.07,9.3,9.8,9.8,0.202,0.2,Q1,2025
Orchard - Core CBD,Central,104.0,3,2,12171016.0,117029.0,Condo,11.6,9.2,9.8,9.8,0.243,0.2,Q1,2024
Orchard - Core CBD,Central,219.0,2,2,27148335.0,123965.0,House,12.25,8.9,9.8,9.8,0.24,0.2,Q4,2024
Orchard - Core CBD,Central,160.0,5,5,17640480.0,110253.0,Condo,12.3,9.3,9.8,9.8,0.415,0.2,Q4,2025
Orchard - Core CBD,Central,229.0,1,1,27394125.0,119625.0,House,11.9,8.1,9.8,9.8,0.286,0.2,Q2,2024
Orchard - Core CBD,Central,118.0,2,2,13576490.0,115055.0,House,12.27,8.1,9.8,9.8,0.117,0.2,Q4,2024
Orchard - Core CBD,Central,120.0,3,2,12422640.0,103522.0,Townhouse,12.17,9.0,9.8,9.8,0.401,0.2,Q1,2024
Orchard - Core CBD,Central,176.0,4,4,19999408.0,113633.0,Condo,12.05,8.5,9.8,9.8,0.261,0.2,Q3,2024
Orchard - Core CBD,Central,79.0,3,3,8806999.0,111481.0,House,12.33,7.9,9.8,9.8,0.068,0.2,Q4,2024
Orchard - Core CBD,Central,93.0,2,2,10683282.0,114874.0,House,11.69,7.5,9.8,9.8,0.082,0.2,Q2,2024
Orchard - Core CBD,Central,243.0,2,1,28762938.0,118366.0,Townhouse,12.0,8.2,9.8,9.8,0.243,0.2,Q4,2025
Orchard - Core CBD,Central,93.0,3,3,9745935.0,104795.0,House,12.14,8.1,9.8,9.8,0.405,0.2,Q2,2025
Orchard - Core CBD,Central,255.0,5,5,32510460.0,127492.0,House,11.88,8.1,9.8,9.8,0.059,0.2,Q2,2024
Orchard - Core CBD,Central,215.0,3,2,24606320.0,114448.0,House,12.22,8.1,9.8,9.8,0.253,0.2,Q3,2025
