location,province,area_sqm,bedrooms,bathrooms,price_php,price_per_sqm_php,property_type,distance_to_beach_km,tourism_density_score,infrastructure_score,employment_zone_score,flood_risk_score,cultural_premium_factor,quarter,year
Bukit Timah,Singapore,75,3,3,137789000.0,1837190.0,Landed,23.159774000078432,7.538725918299753,9.331358613193657,9.093788680834216,0.025629216991513167,0.041916059515495645,Q3,2023
Tampines / Bedok,Singapore,75,3,3,44519000.0,593583.0,HDB,11.951327031957412,8.387726025197377,9.946847720321918,9.267261831130622,0.03953334013797599,0.03700470758148156,Q2,2023
Tampines / Bedok,Singapore,45,2,1,37611000.0,835806.0,Landed,9.510836137880101,7.345277527109708,9.762546496828294,9.403993984352695,0.019259836284283828,0.02453103512462435,Q3,2023
Bukit Timah,Singapore,120,3,4,158908000.0,1324231.0,Condo,8.84112730740912,7.385638016658553,9.261075537917314,9.34335545452938,0.0493623382116358,0.017059822962680826,Q2,2023
Woodlands / Yishun,Singapore,105,3,3,46646000.0,444248.0,Condo,4.074878267359892,8.084901866494048,9.588612291457183,9.65738774253193,0.04367142817149378,0.016100986190984906,Q3,2023
Jurong West,Singapore,55,1,1,37424000.0,680433.0,Landed,21.631448643214327,8.844800230221477,9.983933480565856,9.312349242906027,0.01731483731695846,0.049740989592531086,Q4,2023
Tampines / Bedok,Singapore,65,1,2,36111000.0,555557.0,HDB,22.649964821033116,8.839670917050912,9.24645674887869,9.76962970724996,0.042052758038248504,0.04418371698157379,Q4,2024
Jurong West,Singapore,55,1,2,27174000.0,494076.0,HDB,17.0398899087984,7.145695669992728,9.034657516519284,9.724883510792534,0.04063569794638185,0.04027805253813015,Q1,2024
Novena / Toa Payoh,Singapore,140,5,4,175442000.0,1253160.0,Landed,12.849054195220237,8.819630060694465,9.646354967752464,9.101217279242825,0.01835539249270696,0.012624295887088847,Q3,2023
Orchard / Marina Bay,Singapore,55,2,3,80865000.0,1470269.0,Condo,1.8127906601350263,8.330228762485904,9.675085810315242,9.733012434842053,0.012433778687980878,0.016299581457170396,Q2,2023
Jurong West,Singapore,55,1,1,24879000.0,452349.0,HDB,11.894229576302497,8.452309959450107,9.804894876771296,9.918070022216149,0.047870131429929186,0.042627970485585226,Q4,2024
Novena / Toa Payoh,Singapore,75,3,2,73153000.0,975368.0,Condo,8.038319814279514,8.805861627234465,9.998012949964501,9.96676700276759,0.02376526155144717,0.03924188214730012,Q1,2023
Novena / Toa Payoh,Singapore,45,1,1,44799000.0,995523.0,Condo,7.374758371798769,7.095943274108689,9.438419044564128,9.705552918559443,0.016145842164677363,0.025381112592290415,Q2,2023
Orchard / Marina Bay,Singapore,38,1,1,75563000.0,1988508.0,Landed,18.1592660583979,8.881339244544657,9.596355988647726,9.611055710760287,0.03372000037844934,0.02538230487279491,Q3,2024
Woodlands / Yishun,Singapore,55,2,3,26201000.0,476379.0,Condo,13.709723636778971,7.858131927155896,9.432384254957128,9.055156590429666,0.026419482781600917,0.018108549612947555,Q4,2024
Jurong West,Singapore,38,1,1,23490000.0,618163.0,Landed,21.36470397036655,8.14688226442451,9.423651671680027,9.33979603431495,0.04707606153808821,0.026362416552632738,Q4,2023
Tampines / Bedok,Singapore,90,3,2,48708000.0,541200.0,HDB,21.178695256899537,7.707648544569985,9.40910689948119,9.618985831534179,0.01194918316293073,0.048785066033480706,Q3,2024
Bukit Timah,Singapore,75,2,3,124046000.0,1653946.0,Landed,16.98372325574798,7.76393625902389,9.080120697072035,9.351479484443754,0.03450784023888552,0.023092566066507468,Q1,2024
Bukit Timah,Singapore,90,2,2,162319000.0,1803543.0,Landed,9.214202406249573,7.086210991381858,9.52629410129499,9.850033453438442,0.02335812533802482,0.04032686234363813,Q4,2024
Woodlands / Yishun,Singapore,90,1,1,40557000.0,450637.0,Condo,12.412473648684028,8.883766650364326,9.375753507081164,9.040159316255277,0.019590265725240877,0.014254642902756052,Q3,2023
Tampines / Bedok,Singapore,55,1,1,46677000.0,848682.0,Landed,21.418665295410598,7.369634576669931,9.011205164052836,9.830460151887952,0.011573613222215102,0.03748037250414128,Q1,2024
Orchard / Marina Bay,Singapore,45,1,1,69387000.0,1541938.0,Condo,10.027200623673693,7.797158611244987,9.472530675122043,9.412062322876855,0.021532826645105085,0.029998155561588566,Q1,2023
Orchard / Marina Bay,Singapore,120,4,5,172741000.0,1439509.0,Condo,1.4197209832272968,7.680579788719386,9.16924059072712,9.771797684586266,0.024043993621893904,0.043461408762411176,Q3,2024
Jurong West,Singapore,75,1,1,38037000.0,507165.0,Condo,15.415645797621714,7.21588727846712,9.569513515764244,9.26710696554221,0.03736365407843248,0.02568395832637556,Q4,2023
Orchard / Marina Bay,Singapore,65,1,2,98211000.0,1510940.0,Condo,12.483290220017322,8.45329432018864,9.596482991035982,9.052501935250891,0.03279594652144607,0.011525078990937451,Q2,2023
Tampines / Bedok,Singapore,55,1,2,34655000.0,630082.0,HDB,23.453605679714528,8.272782481109349,9.391814616286382,9.025204895366837,0.015718767935590898,0.01479071877033166,Q4,2023
Tampines / Bedok,Singapore,65,2,3,61151000.0,940784.0,Landed,6.106360157756218,8.91833312977082,9.238339464146256,9.571608444788822,0.04562861676353194,0.035190607236048346,Q4,2023
Novena / Toa Payoh,Singapore,55,1,1,50522000.0,918573.0,HDB,9.689984131727499,8.186665570454531,9.832527397603812,9.327869749542437,0.048410389631072165,0.028375153663242794,Q4,2024
Woodlands / Yishun,Singapore,90,1,1,54532000.0,605908.0,Landed,10.305186351690605,8.463088578764006,9.451231741161136,9.118359817451061,0.04857151159044227,0.010754824914971643,Q4,2023
Novena / Toa Payoh,Singapore,105,2,3,101424000.0,965938.0,Condo,12.325508058917519,8.224851079602786,9.523812219378362,9.565688613126826,0.044126774103897835,0.04733627551677153,Q2,2023
Woodlands / Yishun,Singapore,55,1,2,21257000.0,386484.0,HDB,14.274094887228017,8.574032104115394,9.174731974643713,9.707121675844357,0.03186024564289688,0.04862108724220359,Q3,2024
Woodlands / Yishun,Singapore,90,2,3,56712000.0,630137.0,Landed,19.00971720068342,8.385910727218253,9.311064670738604,9.277725047954528,0.045225129788606634,0.02002420203321066,Q2,2024
Novena / Toa Payoh,Singapore,105,3,2,99408000.0,946744.0,Condo,24.55571909251828,8.781738252074842,9.468863831190573,9.847838107925202,0.049707204869879944,0.04202101530252298,Q2,2023
Woodlands / Yishun,Singapore,75,1,1,39250000.0,523331.0,Condo,12.458688297632172,8.253642901233437,9.243216103657454,9.19908972921392,0.01824357866864027,0.02276287372187287,Q3,2024
Novena / Toa Payoh,Singapore,90,3,2,87483000.0,972033.0,Condo,2.9881927681721923,7.3290261779000225,9.43055562748342,9.442985590021161,0.016349828653371354,0.04610352419047432,Q2,2024
Bukit Timah,Singapore,65,1,1,104648000.0,1609973.0,Landed,23.400002327626595,8.852204163936817,9.282837249358183,9.647078424073937,0.012188235941498529,0.02827884269318661,Q3,2023
Novena / Toa Payoh,Singapore,55,1,2,60390000.0,1098006.0,Condo,21.73762885619919,8.190695182194673,9.745447401170193,9.191975773462245,0.02553328953036244,0.016179410234305337,Q2,2024
Tampines / Bedok,Singapore,105,4,5,62085000.0,591287.0,HDB,14.14408962531757,7.671935620009387,9.903346860442461,9.407264109375815,0.02062482729354953,0.011616145010217483,Q1,2024
Bukit Timah,Singapore,140,3,2,251800000.0,1798569.0,Landed,9.37599722369321,8.876166402246461,9.52766040615241,9.970091527334606,0.03045651753515595,0.01095837020875841,Q1,2023
Jurong West,Singapore,90,1,2,64129000.0,712542.0,Landed,12.33637352336746,8.889549907834446,9.179962076304752,9.997741038923202,0.04655742037784898,0.026394156519501714,Q1,2024
Tampines / Bedok,Singapore,90,3,3,56147000.0,623851.0,HDB,23.49862045716082,7.949595155789336,9.230374989769413,9.035057211329914,0.04899900402594738,0.015836519278239602,Q4,2023
Orchard / Marina Bay,Singapore,105,3,2,141638000.0,1348936.0,HDB,15.994522556456523,8.694400054856182,9.301792457773722,9.46568346828192,0.04543095297263448,0.01362423108898883,Q4,2023
Orchard / Marina Bay,Singapore,105,4,4,144430000.0,1375525.0,HDB,15.816333930353494,7.153556820994476,9.501065572091715,9.201535194515596,0.046212817600985945,0.012416815346173685,Q4,2024
Woodlands / Yishun,Singapore,75,3,2,37336000.0,497817.0,Condo,13.528502101106048,7.014723758359087,9.549696761516772,9.780658695268535,0.02254711054372214,0.02929973161210183,Q2,2023
Woodlands / Yishun,Singapore,90,2,2,44103000.0,490029.0,Condo,4.544166075487926,7.863078320423771,9.236954558780875,9.627743730884884,0.017711859159435725,0.012977765185899756,Q3,2024
Jurong West,Singapore,38,1,1,21645000.0,569612.0,Condo,4.447355727617539,8.346574716880678,9.960332568949752,9.132060963267351,0.02312881428777027,0.01675296076067267,Q1,2023
Novena / Toa Payoh,Singapore,55,1,2,56053000.0,1019150.0,Condo,17.21153389664186,7.4047030427938445,9.386817566971912,9.265189406100111,0.03342696177690436,0.02450491287546048,Q3,2024
Tampines / Bedok,Singapore,105,4,5,63477000.0,604545.0,HDB,20.931393879276154,8.6638029691561,9.54508156011285,9.864010130150598,0.0365051554134172,0.030278760364159274,Q3,2023
Novena / Toa Payoh,Singapore,120,3,3,167116000.0,1392634.0,Landed,6.647331283555809,8.712158302454588,9.459142182881616,9.52001051371965,0.021321349694268604,0.03356694815412552,Q4,2024
Jurong West,Singapore,140,4,4,74852000.0,534654.0,Condo,24.37904692898915,8.174998725220888,9.431544007769315,9.97279277689334,0.023660318576007713,0.025670237905349134,Q2,2024
Tampines / Bedok,Singapore,90,2,2,58974000.0,655268.0,Condo,24.87019144813214,8.881549490460472,9.789872429853812,9.816908527114087,0.029105660089026097,0.028251146878662856,Q4,2023
Tampines / Bedok,Singapore,90,3,4,54733000.0,608139.0,HDB,6.558119773892807,8.574992647635092,9.466282780424716,9.747454545754206,0.04079672287557595,0.0499509197076295,Q4,2023
Woodlands / Yishun,Singapore,55,1,2,25080000.0,455992.0,Condo,18.080535673108066,8.183148945672485,9.46449876632466,9.804738876637412,0.023031090520089836,0.04876572493056317,Q1,2024
Orchard / Marina Bay,Singapore,120,2,2,204353000.0,1702938.0,Condo,17.68072181992034,7.01099547582241,9.626821235814205,9.712822666544026,0.047463154603177356,0.019403438707710236,Q1,2023
Jurong West,Singapore,65,1,1,27839000.0,428296.0,HDB,19.695374110339035,8.721194702324851,9.5006294267418,9.008657950164496,0.02898589714078678,0.025051007611667436,Q1,2023
Woodlands / Yishun,Singapore,105,2,2,61866000.0,589199.0,Landed,1.929585142279497,7.837891198339453,9.852971642770001,9.53093622250678,0.02772171841413685,0.02402715400084436,Q1,2024
Orchard / Marina Bay,Singapore,38,2,2,53166000.0,1399106.0,HDB,18.695531859248707,7.706765862310641,9.48899562507494,9.560637081737857,0.02441334916439488,0.021438722839497593,Q2,2024
Bukit Timah,Singapore,65,1,1,98396000.0,1513780.0,Condo,15.079081987932305,8.945120016014625,9.31731667529977,9.019404782380317,0.033962533519364305,0.01179653889033203,Q2,2024
Novena / Toa Payoh,Singapore,140,5,4,129051000.0,921791.0,HDB,5.63787889207002,8.565201447650724,9.828032688275705,9.692231395352973,0.03994519949845469,0.017598374894241337,Q3,2024
Jurong West,Singapore,120,4,5,66207000.0,551722.0,Condo,3.8743450073714216,7.053116191716715,9.070374998298194,9.379191982506354,0.04885125514964991,0.021241323408704122,Q4,2024
Orchard / Marina Bay,Singapore,65,1,2,93246000.0,1434549.0,Condo,24.768775135802315,8.025067710744771,9.294225902643433,9.467864454073801,0.0211847324673571,0.01974341636445337,Q2,2024
Tampines / Bedok,Singapore,140,4,5,109390000.0,781358.0,Condo,19.043264338370086,7.838847066205232,9.866526943302281,9.985495531601059,0.019804530345593048,0.0374475000496563,Q4,2024
Tampines / Bedok,Singapore,38,1,1,37426000.0,984907.0,Landed,20.68539808877574,8.269739191478239,9.433289282057608,9.017566869649471,0.019633580183028236,0.04939078297962266,Q3,2023
Tampines / Bedok,Singapore,90,3,2,67019000.0,744657.0,Condo,6.797244929592338,8.385877726466378,9.026567575096342,9.668106065654792,0.04784296112268688,0.035194943660631126,Q1,2023
Woodlands / Yishun,Singapore,55,2,3,28220000.0,513084.0,Condo,7.435803817702928,7.23607802232059,9.421888772228066,9.016595679933644,0.01911049510066298,0.03102074095670987,Q3,2023
Novena / Toa Payoh,Singapore,140,5,6,121126000.0,865184.0,HDB,22.384522517830973,7.979517917738658,9.524698548213484,9.507431841554125,0.04509749982130804,0.046884449218155606,Q4,2024
Tampines / Bedok,Singapore,90,1,2,86949000.0,966098.0,Landed,12.39862099484012,8.893517417816597,9.078410040104298,9.029788919312047,0.046482350658472164,0.04212772114959447,Q2,2024
Tampines / Bedok,Singapore,38,1,2,21284000.0,560101.0,HDB,3.23496283380081,7.897944497443281,9.87683898259917,9.140987652964382,0.026229141045195553,0.010331211866627244,Q1,2024
Orchard / Marina Bay,Singapore,65,1,1,130477000.0,2007332.0,Landed,8.549937270434897,8.256693259936249,9.114188877262093,9.830558556006222,0.016099029833876437,0.028461862533093282,Q4,2023
Jurong West,Singapore,140,4,4,75792000.0,541369.0,Condo,5.317597770437565,8.737452023812686,9.678152593108074,9.679342105410162,0.04205746819323,0.019407146584132083,Q2,2023
Tampines / Bedok,Singapore,120,4,5,77394000.0,644953.0,HDB,20.48694698161193,7.712638620011865,9.998234401370349,9.559289147376353,0.03271956183739134,0.04116350623137195,Q1,2023
Novena / Toa Payoh,Singapore,55,1,1,59643000.0,1084413.0,Condo,21.82078244196119,8.210384747827119,9.353639198294552,9.488707795927537,0.04498548110699029,0.010234176808670106,Q3,2024
Woodlands / Yishun,Singapore,75,1,2,31816000.0,424212.0,HDB,23.91184755453773,8.335368286265803,9.828539657191408,9.610765422872262,0.011782372861764725,0.04896447812656224,Q2,2023
Woodlands / Yishun,Singapore,120,4,4,73208000.0,610066.0,Landed,4.552245486311429,7.397112185178055,9.241798857191004,9.900950919328238,0.03902990588249672,0.04252028866873193,Q3,2024
Woodlands / Yishun,Singapore,65,2,3,29742000.0,457564.0,Condo,9.370744295949201,7.195885613405572,9.415877680003453,9.208334164433316,0.03170771206659926,0.030951183334353802,Q1,2023
Woodlands / Yishun,Singapore,105,4,4,43768000.0,416835.0,HDB,8.323098812228322,8.186544060354407,9.693079319102914,9.192929059376189,0.0367777145393464,0.01050933733382729,Q4,2024
Orchard / Marina Bay,Singapore,45,1,2,80338000.0,1785278.0,Landed,5.50959892570873,7.840081018319443,9.488708251736266,9.400363197094174,0.010356339933762006,0.011243741843816215,Q2,2023
Jurong West,Singapore,45,1,2,26248000.0,583296.0,Condo,10.837268949373104,7.9487619281435435,9.330963046061928,9.562114588035785,0.02273633400439888,0.01624314420520094,Q4,2024
Tampines / Bedok,Singapore,120,2,1,78584000.0,654868.0,HDB,10.625390717331893,8.201151382041884,9.695893871730462,9.35933041604426,0.03181918697436599,0.04890015804712977,Q2,2024
Woodlands / Yishun,Singapore,55,1,1,29817000.0,542123.0,Landed,9.998194016533178,7.158610959971802,9.881077191119136,9.450499039287333,0.013104155687867719,0.014339701706787538,Q2,2023
Novena / Toa Payoh,Singapore,38,2,1,41004000.0,1079040.0,Condo,22.19915093278839,7.487077398122519,9.954946603927253,9.384717824905314,0.025006761262568136,0.02218286423127824,Q2,2023
Orchard / Marina Bay,Singapore,120,2,3,145105000.0,1209205.0,HDB,20.014839783473693,7.67580266979608,9.05625278149243,9.41568521302722,0.027779250424160053,0.04439456821758084,Q2,2023
Jurong West,Singapore,140,3,2,75597000.0,539980.0,Condo,5.3537723150672285,7.989659782045752,9.661549278068051,9.427542994262991,0.02230153686185333,0.02317067688613733,Q2,2023
Bukit Timah,Singapore,75,2,1,109163000.0,1455507.0,Condo,18.38830950228474,8.48692245210262,9.306859379864099,9.60769739225186,0.026514121857998132,0.0384989550520633,Q3,2023
Woodlands / Yishun,Singapore,140,5,4,58217000.0,415836.0,HDB,16.321194979566656,8.095749525162661,9.869629123725646,9.415439395717229,0.035831755681129694,0.02066214062172619,Q4,2023
Novena / Toa Payoh,Singapore,75,3,3,62718000.0,836246.0,HDB,21.272806710149297,7.9429652948579115,9.880223194425835,9.14223252108672,0.028110014566270942,0.03249283313579973,Q1,2023
Orchard / Marina Bay,Singapore,90,3,3,108251000.0,1202784.0,HDB,10.239501780095937,7.764672934638931,9.191282610301194,9.73085333734059,0.016766968757254648,0.018545894531783094,Q1,2023
Orchard / Marina Bay,Singapore,38,1,2,73686000.0,1939116.0,Landed,13.376421528528702,7.061839909840344,9.125320958205542,9.563079384233486,0.030751549730469535,0.023045478302635095,Q4,2024
Orchard / Marina Bay,Singapore,120,3,2,172013000.0,1433443.0,Condo,8.51172901666704,7.749319666398524,9.75488246494861,9.080148788132343,0.03579534146989361,0.04590608349859932,Q2,2024
Bukit Timah,Singapore,75,1,2,105889000.0,1411850.0,Condo,4.656090775193924,8.070606440358281,9.394356832273164,9.731291187870971,0.028495237659309162,0.04973214097701578,Q3,2023
Tampines / Bedok,Singapore,55,1,1,46144000.0,838985.0,Landed,4.7899091700452034,8.121032915576828,9.66726430395737,9.832623139156738,0.017787764729393158,0.03887874478046532,Q1,2023
Tampines / Bedok,Singapore,38,1,1,33222000.0,874261.0,Landed,3.4743852738402863,8.296436847828348,9.530318232325008,9.672810876862847,0.02570948228242516,0.039783763576041194,Q1,2023
Bukit Timah,Singapore,38,1,1,56250000.0,1480250.0,Condo,3.9705497081466294,8.206004733940919,9.830303615385493,9.517198328847291,0.014375720335013758,0.017626674432300697,Q3,2023
Bukit Timah,Singapore,105,2,2,124304000.0,1183852.0,HDB,6.990765288939463,8.728137007553133,9.177419677123705,9.622730776680756,0.04764630491832559,0.02760891718357536,Q3,2024
Woodlands / Yishun,Singapore,75,2,1,43314000.0,577521.0,Landed,4.716331992158515,7.038632909211612,9.540477705743152,9.809144394645443,0.03914766914458995,0.04119829823298681,Q3,2024
Jurong West,Singapore,38,2,2,23737000.0,624671.0,Landed,9.788928577405722,8.11609122045029,9.705069236115536,9.525203223717055,0.030833920769501276,0.03281432627381857,Q1,2023
Bukit Timah,Singapore,75,2,2,106158000.0,1415445.0,Condo,4.425003224547389,7.567678985809749,9.89100887368002,9.771734369979727,0.047113262524689906,0.04647363382822901,Q1,2024
Orchard / Marina Bay,Singapore,38,1,1,81312000.0,2139781.0,Landed,23.774314209854946,7.628506337531032,9.277918481372513,9.04300136225302,0.021688369390283645,0.042856997365857886,Q3,2024
Orchard / Marina Bay,Singapore,120,3,2,245356000.0,2044629.0,Landed,23.786793275515013,7.644836465281534,9.619482751837669,9.942618655667559,0.013782892110951912,0.011071673773316184,Q4,2024
Woodlands / Yishun,Singapore,120,2,3,75545000.0,629539.0,Landed,7.057624935943754,8.012588168954116,9.92389974815833,9.170498743222725,0.015011817232780621,0.02279089467159215,Q2,2024
Orchard / Marina Bay,Singapore,55,1,2,76142000.0,1384407.0,HDB,11.004487810840136,7.906460060087113,9.012664674365395,9.282703545222796,0.02633087501068218,0.04677215511178115,Q4,2024
Orchard / Marina Bay,Singapore,105,2,2,143985000.0,1371284.0,HDB,20.10703315660639,8.449305325416232,9.129447621583905,9.477338205756743,0.018995372559973543,0.030949286418830803,Q2,2024
Woodlands / Yishun,Singapore,45,1,2,19080000.0,424008.0,HDB,7.680169448423055,8.356327740663804,9.690009502199329,9.489764713007359,0.015574837437863285,0.04785387594063914,Q1,2023
Jurong West,Singapore,105,3,4,56892000.0,541831.0,Condo,6.535087213142563,7.23035920746786,9.047944491747893,9.063039599062524,0.023940172438838635,0.02605537107706156,Q3,2024
Jurong West,Singapore,55,1,1,31208000.0,567426.0,Condo,15.190430439862778,7.611855568004017,9.030402964031763,9.82341791692943,0.04959296326426466,0.03739457216587136,Q1,2023
Bukit Timah,Singapore,45,1,2,72774000.0,1617192.0,Landed,5.010233026003784,7.532082001581621,9.89712405207671,9.733808393351032,0.044718578981307405,0.014533086008984349,Q3,2023
Orchard / Marina Bay,Singapore,45,2,2,85819000.0,1907093.0,Landed,20.69631097681929,8.2217405877464,9.254901869797493,9.02458984704293,0.04468530680456226,0.014759360964895217,Q3,2023
Orchard / Marina Bay,Singapore,45,1,1,94657000.0,2103493.0,Landed,24.593488798638727,8.203933021958493,9.688126187288326,9.5583948478465,0.03876582949441245,0.03529014279492198,Q1,2023
Novena / Toa Payoh,Singapore,105,3,3,96352000.0,917636.0,HDB,18.073910310684795,7.822636490763717,9.697500592233828,9.775479561040445,0.03661578442317895,0.048704221428906465,Q4,2024
Woodlands / Yishun,Singapore,120,2,3,44210000.0,368420.0,HDB,20.868124258773076,8.884705131037002,9.536845658015613,9.327299247594002,0.02749587055569836,0.044878167530337215,Q4,2023
Bukit Timah,Singapore,45,2,1,59450000.0,1321102.0,Condo,2.7971128880328875,7.929114084220213,9.164307373703627,9.723974484988114,0.04305971576660272,0.028863518353702898,Q1,2023
Orchard / Marina Bay,Singapore,45,1,1,57939000.0,1287530.0,HDB,6.1965529152068415,8.580644058438406,9.609829317553789,9.77523867059114,0.04879666616676608,0.010731550117465205,Q4,2024
Orchard / Marina Bay,Singapore,65,1,2,80484000.0,1238214.0,HDB,19.747535426146957,8.59599292998995,9.86520409619973,9.405113627428156,0.01825073183917618,0.02946838880323986,Q2,2024
Bukit Timah,Singapore,75,1,1,98314000.0,1310855.0,Condo,24.526618532123962,8.140339924477674,9.964524405522802,9.658983045391752,0.03434700746795809,0.033836612134001715,Q1,2024
Novena / Toa Payoh,Singapore,140,4,5,141726000.0,1012328.0,Condo,7.048239393796647,8.031746785799115,9.621752728284676,9.170482917295024,0.024939854136346237,0.03330812102347297,Q3,2024
Tampines / Bedok,Singapore,105,4,4,71741000.0,683246.0,Condo,24.032519748706793,7.569795731978837,9.562309222588631,9.400835143969617,0.04434195721166869,0.041904177775341424,Q3,2024
Woodlands / Yishun,Singapore,120,3,2,76881000.0,640673.0,Landed,9.963415661422655,7.371786299981008,9.76591889366134,9.024626735487077,0.013778140416406943,0.021121117154412002,Q4,2024
Tampines / Bedok,Singapore,45,1,1,37745000.0,838780.0,Landed,10.352438293786214,7.184258343010527,9.937487461350667,9.707942495929549,0.04306528751387092,0.01615477107735073,Q3,2024
